lon,lat,treatment_intensity,year,area_m2
34.3275,0.2325,13-,2023,2576.0
34.3325,0.2325,0-3,2016,1440.0
34.3325,0.2325,0-3,2019,1776.0
34.3325,0.2325,0-3,2023,3120.0
34.3375,0.2325,0-3,2016,1008.0
34.3375,0.2325,0-3,2019,1408.0
34.3375,0.2325,0-3,2023,1728.0
34.3425,0.2325,0-3,2016,1376.0
34.3425,0.2325,0-3,2019,2640.0
34.3425,0.2325,0-3,2023,2400.0
34.3475,0.2325,7-9,2016,4048.0
34.3475,0.2325,7-9,2019,4480.0
34.3475,0.2325,7-9,2023,5312.0
34.3525,0.2325,7-9,2016,2112.0
34.3525,0.2325,7-9,2019,3040.0
34.3525,0.2325,7-9,2023,3584.0
34.3575,0.2325,0-3,2016,1808.0
34.3575,0.2325,0-3,2019,2288.0
34.3575,0.2325,0-3,2023,2720.0
34.3625,0.2325,0-3,2016,1632.0
34.3625,0.2325,0-3,2019,2384.0
34.3625,0.2325,0-3,2023,3120.0
34.3675,0.2325,0-3,2016,1152.0
34.3675,0.2325,0-3,2019,1296.0
34.3675,0.2325,0-3,2023,1312.0
34.3725,0.2325,13-,2016,2512.0
34.3725,0.2325,13-,2019,2992.0
34.3725,0.2325,13-,2023,3648.0
34.3775,0.2325,13-,2016,2752.0
34.3775,0.2325,13-,2019,3632.0
34.3775,0.2325,13-,2023,3808.0
34.3825,0.2325,0-3,2016,1760.0
34.3825,0.2325,0-3,2019,2384.0
34.3825,0.2325,0-3,2023,2192.0
34.3875,0.2325,0-3,2016,864.0
34.3875,0.2325,0-3,2019,1200.0
34.3875,0.2325,0-3,2023,1376.0
34.3925,0.2325,0-3,2016,880.0
34.3925,0.2325,0-3,2019,976.0
34.3925,0.2325,0-3,2023,1264.0
34.3975,0.2325,0-3,2016,576.0
34.3975,0.2325,0-3,2019,768.0
34.3975,0.2325,0-3,2023,944.0
34.1175,0.2375,7-9,2016,1312.0
34.1175,0.2375,7-9,2019,1712.0
34.1175,0.2375,7-9,2023,2016.0
34.1225,0.2375,4-6,2016,2256.0
34.1225,0.2375,4-6,2019,3328.0
34.1225,0.2375,4-6,2023,3984.0
34.1275,0.2375,10-12,2016,1680.0
34.1275,0.2375,10-12,2019,2128.0
34.1275,0.2375,10-12,2023,2160.0
34.1325,0.2375,7-9,2016,848.0
34.1325,0.2375,7-9,2019,1072.0
34.1325,0.2375,7-9,2023,1264.0
34.1375,0.2375,0-3,2019,48.0
34.1375,0.2375,0-3,2023,16.0
34.1425,0.2375,7-9,2016,736.0
34.1425,0.2375,7-9,2019,1024.0
34.1425,0.2375,7-9,2023,992.0
34.1475,0.2375,13-,2016,1856.0
34.1475,0.2375,13-,2019,2640.0
34.1475,0.2375,13-,2023,2864.0
34.1525,0.2375,7-9,2016,1392.0
34.1525,0.2375,7-9,2019,1648.0
34.1525,0.2375,7-9,2023,1744.0
34.1575,0.2375,4-6,2016,1584.0
34.1575,0.2375,4-6,2019,1648.0
34.1575,0.2375,4-6,2023,2464.0
34.1625,0.2375,0-3,2016,1440.0
34.1625,0.2375,0-3,2019,2496.0
34.1625,0.2375,0-3,2023,2912.0
34.1675,0.2375,0-3,2016,3456.0
34.1675,0.2375,0-3,2019,4224.0
34.1675,0.2375,0-3,2023,5056.0
34.1725,0.2375,10-12,2016,1920.0
34.1725,0.2375,10-12,2019,3632.0
34.1725,0.2375,10-12,2023,4016.0
34.1825,0.2375,0-3,2016,1392.0
34.1825,0.2375,0-3,2019,2080.0
34.1825,0.2375,0-3,2023,2800.0
34.1875,0.2375,0-3,2016,4592.0
34.1875,0.2375,0-3,2019,6224.0
34.1875,0.2375,0-3,2023,6704.0
34.1925,0.2375,0-3,2016,2592.0
34.1925,0.2375,0-3,2019,3328.0
34.1925,0.2375,0-3,2023,3728.0
34.1975,0.2375,0-3,2016,528.0
34.1975,0.2375,0-3,2019,896.0
34.1975,0.2375,0-3,2023,1184.0
34.2025,0.2375,0-3,2016,288.0
34.2025,0.2375,0-3,2019,336.0
34.2025,0.2375,0-3,2023,464.0
34.2075,0.2375,10-12,2016,1408.0
34.2075,0.2375,10-12,2019,1584.0
34.2075,0.2375,10-12,2023,1616.0
34.2125,0.2375,13-,2016,1600.0
34.2125,0.2375,13-,2019,2128.0
34.2125,0.2375,13-,2023,2576.0
34.2175,0.2375,4-6,2016,2240.0
34.2175,0.2375,4-6,2019,3152.0
34.2175,0.2375,4-6,2023,3920.0
34.2225,0.2375,10-12,2016,1952.0
34.2225,0.2375,10-12,2019,2464.0
34.2225,0.2375,10-12,2023,3024.0
34.2275,0.2375,0-3,2016,944.0
34.2275,0.2375,0-3,2019,1408.0
34.2275,0.2375,0-3,2023,2560.0
34.2375,0.2375,4-6,2016,2496.0
34.2375,0.2375,4-6,2019,3152.0
34.2375,0.2375,4-6,2023,3552.0
34.2425,0.2375,0-3,2016,800.0
34.2425,0.2375,0-3,2019,976.0
34.2425,0.2375,0-3,2023,1008.0
34.2475,0.2375,0-3,2016,1232.0
34.2475,0.2375,0-3,2019,1552.0
34.2475,0.2375,0-3,2023,2160.0
34.2525,0.2375,0-3,2016,1200.0
34.2525,0.2375,0-3,2019,2112.0
34.2525,0.2375,0-3,2023,2656.0
34.2575,0.2375,0-3,2016,1504.0
34.2575,0.2375,0-3,2019,1936.0
34.2575,0.2375,0-3,2023,2400.0
34.2625,0.2375,0-3,2016,1600.0
34.2625,0.2375,0-3,2019,1968.0
34.2625,0.2375,0-3,2023,2096.0
34.2675,0.2375,13-,2016,2912.0
34.2675,0.2375,13-,2019,3776.0
34.2675,0.2375,13-,2023,3696.0
34.2725,0.2375,10-12,2016,2656.0
34.2725,0.2375,10-12,2019,3680.0
34.2725,0.2375,10-12,2023,3680.0
34.2775,0.2375,0-3,2016,3808.0
34.2775,0.2375,0-3,2019,5568.0
34.2775,0.2375,0-3,2023,7216.0
34.2825,0.2375,0-3,2016,2976.0
34.2825,0.2375,0-3,2019,4176.0
34.2825,0.2375,0-3,2023,4864.0
34.2875,0.2375,0-3,2016,1648.0
34.2875,0.2375,0-3,2019,2496.0
34.2875,0.2375,0-3,2023,3584.0
34.2925,0.2375,0-3,2016,240.0
34.2925,0.2375,0-3,2019,368.0
34.2925,0.2375,0-3,2023,608.0
34.3075,0.2375,0-3,2016,64.0
34.3075,0.2375,0-3,2019,64.0
34.3075,0.2375,0-3,2023,240.0
34.3125,0.2375,0-3,2016,608.0
34.3125,0.2375,0-3,2019,912.0
34.3125,0.2375,0-3,2023,1024.0
34.3225,0.2375,0-3,2016,304.0
34.3225,0.2375,0-3,2019,304.0
34.3225,0.2375,0-3,2023,336.0
34.3275,0.2375,0-3,2016,704.0
34.3275,0.2375,0-3,2019,832.0
34.3275,0.2375,0-3,2023,1136.0
34.3325,0.2375,0-3,2016,896.0
34.3325,0.2375,0-3,2019,1216.0
34.3325,0.2375,0-3,2023,2176.0
34.3375,0.2375,0-3,2019,16.0
34.3375,0.2375,0-3,2023,64.0
34.3475,0.2375,0-3,2016,256.0
34.3475,0.2375,0-3,2019,544.0
34.3475,0.2375,0-3,2023,672.0
34.3525,0.2375,0-3,2016,544.0
34.3525,0.2375,0-3,2019,400.0
34.3525,0.2375,0-3,2023,560.0
34.3625,0.2375,0-3,2016,672.0
34.3625,0.2375,0-3,2019,976.0
34.3625,0.2375,0-3,2023,1392.0
34.3675,0.2375,13-,2016,1408.0
34.3675,0.2375,13-,2019,2208.0
34.3675,0.2375,13-,2023,2336.0
34.3725,0.2375,0-3,2016,1184.0
34.3725,0.2375,0-3,2019,1504.0
34.3725,0.2375,0-3,2023,1616.0
34.3775,0.2375,0-3,2016,1824.0
34.3775,0.2375,0-3,2019,2336.0
34.3775,0.2375,0-3,2023,2592.0
34.3825,0.2375,13-,2016,2256.0
34.3825,0.2375,13-,2019,2944.0
34.3825,0.2375,13-,2023,3824.0
34.3875,0.2375,0-3,2016,1776.0
34.3875,0.2375,0-3,2019,2112.0
34.3875,0.2375,0-3,2023,2736.0
34.3925,0.2375,0-3,2016,1232.0
34.3925,0.2375,0-3,2019,1712.0
34.3925,0.2375,0-3,2023,2240.0
34.3975,0.2375,4-6,2016,1616.0
34.3975,0.2375,4-6,2019,1920.0
34.3975,0.2375,4-6,2023,2368.0
34.4025,0.2375,0-3,2016,1536.0
34.4025,0.2375,0-3,2019,1984.0
34.4025,0.2375,0-3,2023,2160.0
34.1225,0.2425,4-6,2016,1968.0
34.1225,0.2425,4-6,2019,2448.0
34.1225,0.2425,4-6,2023,3136.0
34.1275,0.2425,4-6,2016,1088.0
34.1275,0.2425,4-6,2019,1728.0
34.1275,0.2425,4-6,2023,1584.0
34.1325,0.2425,10-12,2016,1312.0
34.1325,0.2425,10-12,2019,1808.0
34.1325,0.2425,10-12,2023,2288.0
34.1375,0.2425,10-12,2016,1712.0
34.1375,0.2425,10-12,2019,2608.0
34.1375,0.2425,10-12,2023,3056.0
34.1425,0.2425,10-12,2016,896.0
34.1425,0.2425,10-12,2019,1504.0
34.1425,0.2425,10-12,2023,1728.0
34.1475,0.2425,7-9,2016,1408.0
34.1475,0.2425,7-9,2019,1632.0
34.1475,0.2425,7-9,2023,1680.0
34.1525,0.2425,0-3,2016,480.0
34.1525,0.2425,0-3,2019,464.0
34.1525,0.2425,0-3,2023,608.0
34.1575,0.2425,4-6,2016,2080.0
34.1575,0.2425,4-6,2019,2816.0
34.1575,0.2425,4-6,2023,3408.0
34.1675,0.2425,4-6,2016,10928.0
34.1675,0.2425,4-6,2019,11984.0
34.1675,0.2425,4-6,2023,13296.0
34.1725,0.2425,13-,2016,2288.0
34.1725,0.2425,13-,2019,3520.0
34.1725,0.2425,13-,2023,3728.0
34.1825,0.2425,0-3,2016,1952.0
34.1825,0.2425,0-3,2019,2368.0
34.1825,0.2425,0-3,2023,3184.0
34.1875,0.2425,0-3,2016,2352.0
34.1875,0.2425,0-3,2019,2976.0
34.1875,0.2425,0-3,2023,3936.0
34.1925,0.2425,0-3,2016,1840.0
34.1925,0.2425,0-3,2019,2640.0
34.1925,0.2425,0-3,2023,2720.0
34.1975,0.2425,4-6,2016,368.0
34.1975,0.2425,4-6,2019,656.0
34.1975,0.2425,4-6,2023,1152.0
34.2025,0.2425,13-,2016,2064.0
34.2025,0.2425,13-,2019,2944.0
34.2025,0.2425,13-,2023,3840.0
34.2075,0.2425,0-3,2016,672.0
34.2075,0.2425,0-3,2019,1168.0
34.2075,0.2425,0-3,2023,1088.0
34.2125,0.2425,7-9,2016,752.0
34.2125,0.2425,7-9,2019,1328.0
34.2125,0.2425,7-9,2023,1040.0
34.2175,0.2425,7-9,2016,1328.0
34.2175,0.2425,7-9,2019,1632.0
34.2175,0.2425,7-9,2023,1824.0
34.2225,0.2425,13-,2016,1648.0
34.2225,0.2425,13-,2019,2176.0
34.2225,0.2425,13-,2023,2304.0
34.2275,0.2425,0-3,2016,2144.0
34.2275,0.2425,0-3,2019,2640.0
34.2275,0.2425,0-3,2023,4880.0
34.2325,0.2425,0-3,2016,2960.0
34.2325,0.2425,0-3,2019,3632.0
34.2325,0.2425,0-3,2023,4944.0
34.2375,0.2425,0-3,2016,2704.0
34.2375,0.2425,0-3,2019,2928.0
34.2375,0.2425,0-3,2023,3264.0
34.2425,0.2425,0-3,2016,1808.0
34.2425,0.2425,0-3,2019,2352.0
34.2425,0.2425,0-3,2023,2112.0
34.2475,0.2425,0-3,2016,832.0
34.2475,0.2425,0-3,2019,1600.0
34.2475,0.2425,0-3,2023,1696.0
34.2525,0.2425,0-3,2016,800.0
34.2525,0.2425,0-3,2019,1344.0
34.2525,0.2425,0-3,2023,1584.0
34.2575,0.2425,0-3,2016,1216.0
34.2575,0.2425,0-3,2019,1616.0
34.2575,0.2425,0-3,2023,1728.0
34.2625,0.2425,7-9,2016,1600.0
34.2625,0.2425,7-9,2019,2240.0
34.2625,0.2425,7-9,2023,2640.0
34.2675,0.2425,13-,2016,2144.0
34.2675,0.2425,13-,2019,3248.0
34.2675,0.2425,13-,2023,4080.0
34.2725,0.2425,0-3,2016,1984.0
34.2725,0.2425,0-3,2019,3136.0
34.2725,0.2425,0-3,2023,3760.0
34.2775,0.2425,0-3,2016,1168.0
34.2775,0.2425,0-3,2019,1408.0
34.2775,0.2425,0-3,2023,1712.0
34.2825,0.2425,0-3,2016,2992.0
34.2825,0.2425,0-3,2019,3248.0
34.2825,0.2425,0-3,2023,3840.0
34.2875,0.2425,0-3,2016,240.0
34.2875,0.2425,0-3,2019,512.0
34.2875,0.2425,0-3,2023,544.0
34.3225,0.2425,0-3,2016,64.0
34.3225,0.2425,0-3,2019,48.0
34.3275,0.2425,0-3,2016,112.0
34.3275,0.2425,0-3,2019,128.0
34.3275,0.2425,0-3,2023,112.0
34.3325,0.2425,0-3,2016,240.0
34.3325,0.2425,0-3,2019,368.0
34.3325,0.2425,0-3,2023,432.0
34.3425,0.2425,4-6,2016,1184.0
34.3425,0.2425,4-6,2019,1424.0
34.3425,0.2425,4-6,2023,1536.0
34.3475,0.2425,13-,2016,3184.0
34.3475,0.2425,13-,2019,3808.0
34.3475,0.2425,13-,2023,4320.0
34.3525,0.2425,10-12,2016,5104.0
34.3525,0.2425,10-12,2019,5792.0
34.3525,0.2425,10-12,2023,7104.0
34.3575,0.2425,13-,2016,3824.0
34.3575,0.2425,13-,2019,4320.0
34.3575,0.2425,13-,2023,4816.0
34.3625,0.2425,10-12,2016,2864.0
34.3625,0.2425,10-12,2019,4336.0
34.3625,0.2425,10-12,2023,4608.0
34.3675,0.2425,10-12,2016,3136.0
34.3675,0.2425,10-12,2019,3968.0
34.3675,0.2425,10-12,2023,4144.0
34.3725,0.2425,0-3,2016,4608.0
34.3725,0.2425,0-3,2019,6112.0
34.3725,0.2425,0-3,2023,8000.0
34.3775,0.2425,7-9,2016,2336.0
34.3775,0.2425,7-9,2019,3552.0
34.3775,0.2425,7-9,2023,4640.0
34.3825,0.2425,7-9,2016,7600.0
34.3825,0.2425,7-9,2019,10224.0
34.3825,0.2425,7-9,2023,13008.0
34.3875,0.2425,13-,2016,3024.0
34.3875,0.2425,13-,2019,4016.0
34.3875,0.2425,13-,2023,4736.0
34.3925,0.2425,13-,2016,3024.0
34.3925,0.2425,13-,2019,3728.0
34.3925,0.2425,13-,2023,3984.0
34.3975,0.2425,13-,2016,3984.0
34.3975,0.2425,13-,2019,4000.0
34.3975,0.2425,13-,2023,4928.0
34.4025,0.2425,0-3,2016,1232.0
34.4025,0.2425,0-3,2019,2480.0
34.4025,0.2425,0-3,2023,2784.0
34.4075,0.2425,0-3,2016,640.0
34.4075,0.2425,0-3,2019,752.0
34.4075,0.2425,0-3,2023,912.0
34.1275,0.2475,0-3,2016,2320.0
34.1275,0.2475,0-3,2019,2864.0
34.1275,0.2475,0-3,2023,3376.0
34.1325,0.2475,0-3,2016,4576.0
34.1325,0.2475,0-3,2019,5024.0
34.1325,0.2475,0-3,2023,6992.0
34.1375,0.2475,13-,2016,1744.0
34.1375,0.2475,13-,2019,2272.0
34.1375,0.2475,13-,2023,2240.0
34.1425,0.2475,13-,2016,2880.0
34.1425,0.2475,13-,2019,3232.0
34.1425,0.2475,13-,2023,3200.0
34.1475,0.2475,10-12,2016,1936.0
34.1475,0.2475,10-12,2019,2528.0
34.1475,0.2475,10-12,2023,2768.0
34.1525,0.2475,4-6,2016,1440.0
34.1525,0.2475,4-6,2019,1600.0
34.1525,0.2475,4-6,2023,2304.0
34.1575,0.2475,0-3,2016,992.0
34.1575,0.2475,0-3,2019,1920.0
34.1575,0.2475,0-3,2023,2384.0
34.1625,0.2475,0-3,2016,1616.0
34.1625,0.2475,0-3,2019,2048.0
34.1625,0.2475,0-3,2023,3104.0
34.1675,0.2475,0-3,2016,2576.0
34.1675,0.2475,0-3,2019,4576.0
34.1675,0.2475,0-3,2023,5104.0
34.1725,0.2475,0-3,2016,464.0
34.1725,0.2475,0-3,2019,560.0
34.1725,0.2475,0-3,2023,880.0
34.1775,0.2475,0-3,2016,528.0
34.1775,0.2475,0-3,2019,672.0
34.1775,0.2475,0-3,2023,928.0
34.1825,0.2475,0-3,2016,3168.0
34.1825,0.2475,0-3,2019,4032.0
34.1825,0.2475,0-3,2023,5056.0
34.1875,0.2475,4-6,2016,2480.0
34.1875,0.2475,4-6,2019,3840.0
34.1875,0.2475,4-6,2023,4208.0
34.1925,0.2475,7-9,2016,2160.0
34.1925,0.2475,7-9,2019,2608.0
34.1925,0.2475,7-9,2023,3264.0
34.1975,0.2475,0-3,2016,368.0
34.1975,0.2475,0-3,2019,800.0
34.1975,0.2475,0-3,2023,2256.0
34.2025,0.2475,10-12,2016,2112.0
34.2025,0.2475,10-12,2019,3024.0
34.2025,0.2475,10-12,2023,3520.0
34.2075,0.2475,0-3,2016,1104.0
34.2075,0.2475,0-3,2019,2320.0
34.2075,0.2475,0-3,2023,3264.0
34.2125,0.2475,0-3,2016,1216.0
34.2125,0.2475,0-3,2019,1968.0
34.2125,0.2475,0-3,2023,2384.0
34.2175,0.2475,7-9,2016,960.0
34.2175,0.2475,7-9,2019,1312.0
34.2175,0.2475,7-9,2023,1632.0
34.2225,0.2475,7-9,2016,3008.0
34.2225,0.2475,7-9,2019,3504.0
34.2225,0.2475,7-9,2023,4112.0
34.2275,0.2475,4-6,2016,3328.0
34.2275,0.2475,4-6,2019,4784.0
34.2275,0.2475,4-6,2023,7264.0
34.2325,0.2475,4-6,2016,4736.0
34.2325,0.2475,4-6,2019,6576.0
34.2325,0.2475,4-6,2023,8432.0
34.2375,0.2475,4-6,2016,1728.0
34.2375,0.2475,4-6,2019,2864.0
34.2375,0.2475,4-6,2023,3168.0
34.2425,0.2475,7-9,2016,832.0
34.2425,0.2475,7-9,2019,1616.0
34.2425,0.2475,7-9,2023,1472.0
34.2475,0.2475,0-3,2016,1136.0
34.2475,0.2475,0-3,2019,1616.0
34.2475,0.2475,0-3,2023,2288.0
34.2525,0.2475,0-3,2016,1664.0
34.2525,0.2475,0-3,2019,2880.0
34.2525,0.2475,0-3,2023,3648.0
34.2575,0.2475,0-3,2016,944.0
34.2575,0.2475,0-3,2019,1600.0
34.2575,0.2475,0-3,2023,1568.0
34.2625,0.2475,0-3,2016,1760.0
34.2625,0.2475,0-3,2019,2032.0
34.2625,0.2475,0-3,2023,2768.0
34.2675,0.2475,0-3,2016,5616.0
34.2675,0.2475,0-3,2019,7008.0
34.2675,0.2475,0-3,2023,7408.0
34.2725,0.2475,0-3,2016,2320.0
34.2725,0.2475,0-3,2019,3216.0
34.2725,0.2475,0-3,2023,4736.0
34.2775,0.2475,0-3,2016,2560.0
34.2775,0.2475,0-3,2019,2928.0
34.2775,0.2475,0-3,2023,2736.0
34.2825,0.2475,0-3,2016,2736.0
34.2825,0.2475,0-3,2019,3664.0
34.2825,0.2475,0-3,2023,4304.0
34.2875,0.2475,0-3,2016,1120.0
34.2875,0.2475,0-3,2019,1424.0
34.2875,0.2475,0-3,2023,1568.0
34.2925,0.2475,0-3,2016,896.0
34.2925,0.2475,0-3,2019,960.0
34.2925,0.2475,0-3,2023,1184.0
34.2975,0.2475,10-12,2016,1968.0
34.2975,0.2475,10-12,2019,2848.0
34.2975,0.2475,10-12,2023,3072.0
34.3175,0.2475,0-3,2016,256.0
34.3175,0.2475,0-3,2019,336.0
34.3175,0.2475,0-3,2023,304.0
34.3225,0.2475,0-3,2016,176.0
34.3225,0.2475,0-3,2019,128.0
34.3225,0.2475,0-3,2023,208.0
34.3275,0.2475,0-3,2016,256.0
34.3275,0.2475,0-3,2019,336.0
34.3275,0.2475,0-3,2023,224.0
34.3325,0.2475,0-3,2016,192.0
34.3325,0.2475,0-3,2019,256.0
34.3325,0.2475,0-3,2023,192.0
34.3425,0.2475,0-3,2016,576.0
34.3425,0.2475,0-3,2019,880.0
34.3425,0.2475,0-3,2023,1232.0
34.3475,0.2475,0-3,2016,288.0
34.3475,0.2475,0-3,2019,240.0
34.3475,0.2475,0-3,2023,656.0
34.3525,0.2475,0-3,2016,480.0
34.3525,0.2475,0-3,2019,720.0
34.3525,0.2475,0-3,2023,1008.0
34.3575,0.2475,13-,2016,2736.0
34.3575,0.2475,13-,2019,3760.0
34.3575,0.2475,13-,2023,4400.0
34.3625,0.2475,0-3,2016,1632.0
34.3625,0.2475,0-3,2019,1904.0
34.3625,0.2475,0-3,2023,2448.0
34.3675,0.2475,0-3,2016,1888.0
34.3675,0.2475,0-3,2019,2704.0
34.3675,0.2475,0-3,2023,3904.0
34.3725,0.2475,0-3,2016,3152.0
34.3725,0.2475,0-3,2019,3936.0
34.3725,0.2475,0-3,2023,4528.0
34.3775,0.2475,0-3,2016,2944.0
34.3775,0.2475,0-3,2019,4704.0
34.3775,0.2475,0-3,2023,5296.0
34.3825,0.2475,0-3,2016,2736.0
34.3825,0.2475,0-3,2019,3312.0
34.3825,0.2475,0-3,2023,4032.0
34.3875,0.2475,7-9,2016,656.0
34.3875,0.2475,7-9,2019,944.0
34.3875,0.2475,7-9,2023,1280.0
34.3925,0.2475,13-,2016,2352.0
34.3925,0.2475,13-,2019,2944.0
34.3925,0.2475,13-,2023,3456.0
34.3975,0.2475,0-3,2016,752.0
34.3975,0.2475,0-3,2019,1024.0
34.3975,0.2475,0-3,2023,1568.0
34.4025,0.2475,0-3,2016,1552.0
34.4025,0.2475,0-3,2019,1904.0
34.4025,0.2475,0-3,2023,2176.0
34.1325,0.2525,0-3,2016,1328.0
34.1325,0.2525,0-3,2019,1776.0
34.1325,0.2525,0-3,2023,1712.0
34.1425,0.2525,4-6,2016,2592.0
34.1425,0.2525,4-6,2019,2560.0
34.1425,0.2525,4-6,2023,3120.0
34.1475,0.2525,0-3,2016,1856.0
34.1475,0.2525,0-3,2019,2272.0
34.1475,0.2525,0-3,2023,2800.0
34.1525,0.2525,4-6,2016,1728.0
34.1525,0.2525,4-6,2019,2528.0
34.1525,0.2525,4-6,2023,2560.0
34.1575,0.2525,0-3,2016,2400.0
34.1575,0.2525,0-3,2019,3376.0
34.1575,0.2525,0-3,2023,4240.0
34.1625,0.2525,0-3,2016,1600.0
34.1625,0.2525,0-3,2019,1968.0
34.1625,0.2525,0-3,2023,2512.0
34.1675,0.2525,0-3,2016,528.0
34.1675,0.2525,0-3,2019,624.0
34.1675,0.2525,0-3,2023,560.0
34.1725,0.2525,0-3,2016,848.0
34.1725,0.2525,0-3,2019,1264.0
34.1725,0.2525,0-3,2023,1296.0
34.1775,0.2525,0-3,2016,656.0
34.1775,0.2525,0-3,2019,1104.0
34.1775,0.2525,0-3,2023,1952.0
34.1825,0.2525,10-12,2016,1376.0
34.1825,0.2525,10-12,2019,1648.0
34.1825,0.2525,10-12,2023,1856.0
34.1875,0.2525,7-9,2016,528.0
34.1875,0.2525,7-9,2019,960.0
34.1875,0.2525,7-9,2023,1152.0
34.1925,0.2525,10-12,2016,1440.0
34.1925,0.2525,10-12,2019,1904.0
34.1925,0.2525,10-12,2023,2288.0
34.1975,0.2525,7-9,2016,1280.0
34.1975,0.2525,7-9,2019,1264.0
34.1975,0.2525,7-9,2023,1488.0
34.2025,0.2525,0-3,2016,768.0
34.2025,0.2525,0-3,2019,1280.0
34.2025,0.2525,0-3,2023,1616.0
34.2075,0.2525,0-3,2016,2144.0
34.2075,0.2525,0-3,2019,3136.0
34.2075,0.2525,0-3,2023,4000.0
34.2125,0.2525,7-9,2016,2976.0
34.2125,0.2525,7-9,2019,3872.0
34.2125,0.2525,7-9,2023,4672.0
34.2175,0.2525,10-12,2016,5600.0
34.2175,0.2525,10-12,2019,8192.0
34.2175,0.2525,10-12,2023,9936.0
34.2225,0.2525,10-12,2016,6864.0
34.2225,0.2525,10-12,2019,8592.0
34.2225,0.2525,10-12,2023,11280.0
34.2325,0.2525,0-3,2016,3632.0
34.2325,0.2525,0-3,2019,5760.0
34.2325,0.2525,0-3,2023,7296.0
34.2375,0.2525,0-3,2016,224.0
34.2375,0.2525,0-3,2019,448.0
34.2375,0.2525,0-3,2023,640.0
34.2425,0.2525,10-12,2016,2224.0
34.2425,0.2525,10-12,2019,2912.0
34.2425,0.2525,10-12,2023,2624.0
34.2475,0.2525,4-6,2016,2336.0
34.2475,0.2525,4-6,2019,2592.0
34.2475,0.2525,4-6,2023,2960.0
34.2525,0.2525,0-3,2016,4128.0
34.2525,0.2525,0-3,2019,5376.0
34.2525,0.2525,0-3,2023,6176.0
34.2575,0.2525,0-3,2016,2592.0
34.2575,0.2525,0-3,2019,3392.0
34.2575,0.2525,0-3,2023,4112.0
34.2625,0.2525,0-3,2016,704.0
34.2625,0.2525,0-3,2019,1168.0
34.2625,0.2525,0-3,2023,1504.0
34.2675,0.2525,0-3,2016,3008.0
34.2675,0.2525,0-3,2019,4656.0
34.2675,0.2525,0-3,2023,4944.0
34.2725,0.2525,0-3,2016,304.0
34.2725,0.2525,0-3,2019,608.0
34.2725,0.2525,0-3,2023,672.0
34.2775,0.2525,0-3,2016,1104.0
34.2775,0.2525,0-3,2019,1744.0
34.2775,0.2525,0-3,2023,1904.0
34.2825,0.2525,0-3,2016,4000.0
34.2825,0.2525,0-3,2019,4512.0
34.2825,0.2525,0-3,2023,5632.0
34.2875,0.2525,0-3,2016,1824.0
34.2875,0.2525,0-3,2019,2784.0
34.2875,0.2525,0-3,2023,3808.0
34.2925,0.2525,0-3,2016,2032.0
34.2925,0.2525,0-3,2019,2352.0
34.2925,0.2525,0-3,2023,2736.0
34.2975,0.2525,13-,2016,3056.0
34.2975,0.2525,13-,2019,4256.0
34.2975,0.2525,13-,2023,6336.0
34.3025,0.2525,13-,2016,1424.0
34.3025,0.2525,13-,2019,1856.0
34.3025,0.2525,13-,2023,2256.0
34.3125,0.2525,0-3,2016,432.0
34.3125,0.2525,0-3,2019,432.0
34.3125,0.2525,0-3,2023,688.0
34.3175,0.2525,0-3,2016,1216.0
34.3175,0.2525,0-3,2019,1760.0
34.3175,0.2525,0-3,2023,2432.0
34.3225,0.2525,0-3,2016,672.0
34.3225,0.2525,0-3,2019,1184.0
34.3225,0.2525,0-3,2023,1888.0
34.3275,0.2525,0-3,2016,80.0
34.3275,0.2525,0-3,2019,272.0
34.3275,0.2525,0-3,2023,400.0
34.3325,0.2525,0-3,2016,528.0
34.3325,0.2525,0-3,2019,736.0
34.3325,0.2525,0-3,2023,976.0
34.3375,0.2525,0-3,2016,288.0
34.3375,0.2525,0-3,2019,400.0
34.3375,0.2525,0-3,2023,352.0
34.3425,0.2525,7-9,2016,368.0
34.3425,0.2525,7-9,2019,576.0
34.3425,0.2525,7-9,2023,672.0
34.3475,0.2525,4-6,2016,384.0
34.3475,0.2525,4-6,2019,304.0
34.3475,0.2525,4-6,2023,288.0
34.3525,0.2525,0-3,2016,96.0
34.3525,0.2525,0-3,2019,80.0
34.3525,0.2525,0-3,2023,176.0
34.3575,0.2525,0-3,2016,2336.0
34.3575,0.2525,0-3,2019,3824.0
34.3575,0.2525,0-3,2023,4048.0
34.3625,0.2525,0-3,2016,992.0
34.3625,0.2525,0-3,2019,1792.0
34.3625,0.2525,0-3,2023,2496.0
34.3675,0.2525,0-3,2016,768.0
34.3675,0.2525,0-3,2019,1488.0
34.3675,0.2525,0-3,2023,1392.0
34.3725,0.2525,0-3,2016,800.0
34.3725,0.2525,0-3,2019,1440.0
34.3725,0.2525,0-3,2023,1648.0
34.3775,0.2525,0-3,2016,1680.0
34.3775,0.2525,0-3,2019,2368.0
34.3775,0.2525,0-3,2023,3376.0
34.3825,0.2525,13-,2016,3472.0
34.3825,0.2525,13-,2019,4448.0
34.3825,0.2525,13-,2023,4496.0
34.3875,0.2525,7-9,2016,1520.0
34.3875,0.2525,7-9,2019,1824.0
34.3875,0.2525,7-9,2023,2224.0
34.3925,0.2525,0-3,2016,1888.0
34.3925,0.2525,0-3,2019,2656.0
