lon,lat,treatment_intensity,year,volume_m3,built_area_m2,externality_index,externality_mean,n_neighbours,own_value
34.3525,0.2325,7-9,2019,11918.375,3040.0,27.0,3.857142857142857,7,8.0
34.3525,0.2325,7-9,2023,15244.0,3584.0,27.0,3.857142857142857,7,8.0
34.3575,0.2325,0-3,2016,7625.625,1808.0,30.0,4.285714285714286,7,1.5
34.3575,0.2325,0-3,2019,9472.0,2288.0,30.0,4.285714285714286,7,1.5
34.3575,0.2325,0-3,2023,10909.375,2720.0,30.0,4.285714285714286,7,1.5
34.3625,0.2325,0-3,2016,7880.5,1632.0,42.0,6.0,7,1.5
34.3625,0.2325,0-3,2019,11205.375,2384.0,42.0,6.0,7,1.5
34.3625,0.2325,0-3,2023,15172.625,3120.0,42.0,6.0,7,1.5
34.3675,0.2325,0-3,2016,4570.125,1152.0,65.5,8.1875,8,1.5
34.3675,0.2325,0-3,2019,5014.5,1296.0,65.5,8.1875,8,1.5
34.3675,0.2325,0-3,2023,5577.875,1312.0,65.5,8.1875,8,1.5
34.3725,0.2325,13-,2016,9427.0,2512.0,74.5,9.3125,8,20.0
34.3725,0.2325,13-,2019,10956.0,2992.0,74.5,9.3125,8,20.0
34.3725,0.2325,13-,2023,14228.0,3648.0,74.5,9.3125,8,20.0
34.3775,0.2325,13-,2016,10977.75,2752.0,74.5,9.3125,8,20.0
34.3775,0.2325,13-,2019,14835.875,3632.0,74.5,9.3125,8,20.0
34.3775,0.2325,13-,2023,15784.0,3808.0,74.5,9.3125,8,20.0
34.3825,0.2325,0-3,2016,6289.75,1760.0,71.0,8.875,8,1.5
34.3825,0.2325,0-3,2019,9041.75,2384.0,71.0,8.875,8,1.5
34.3825,0.2325,0-3,2023,8871.625,2192.0,71.0,8.875,8,1.5
34.3875,0.2325,0-3,2016,3341.625,864.0,32.5,4.642857142857143,7,1.5
34.3875,0.2325,0-3,2019,4550.625,1200.0,32.5,4.642857142857143,7,1.5
34.3875,0.2325,0-3,2023,5579.625,1376.0,32.5,4.642857142857143,7,1.5
34.3925,0.2325,0-3,2016,3081.125,880.0,12.5,2.0833333333333335,6,1.5
34.3925,0.2325,0-3,2019,3626.0,976.0,12.5,2.0833333333333335,6,1.5
34.3925,0.2325,0-3,2023,4909.125,1264.0,12.5,2.0833333333333335,6,1.5
34.3975,0.2325,0-3,2016,2367.25,576.0,9.5,2.375,4,1.5
34.3975,0.2325,0-3,2019,3129.75,768.0,9.5,2.375,4,1.5
34.3975,0.2325,0-3,2023,3821.5,944.0,9.5,2.375,4,1.5
34.1175,0.2375,7-9,2016,5564.625,1312.0,26.0,6.5,4,8.0
34.1175,0.2375,7-9,2019,6881.625,1712.0,26.0,6.5,4,8.0
34.1175,0.2375,7-9,2023,7947.375,2016.0,26.0,6.5,4,8.0
34.1225,0.2375,4-6,2016,9505.25,2256.0,46.5,6.642857142857143,7,5.0
34.1225,0.2375,4-6,2019,13842.375,3328.0,46.5,6.642857142857143,7,5.0
34.1225,0.2375,4-6,2023,16533.75,3984.0,46.5,6.642857142857143,7,5.0
34.1275,0.2375,10-12,2016,6155.125,1680.0,48.0,6.0,8,11.0
34.1275,0.2375,10-12,2019,7808.375,2128.0,48.0,6.0,8,11.0
34.1275,0.2375,10-12,2023,8230.375,2160.0,48.0,6.0,8,11.0
34.1325,0.2375,7-9,2016,3011.625,848.0,44.0,5.5,8,8.0
34.1325,0.2375,7-9,2019,3851.375,1072.0,44.0,5.5,8,8.0
34.1325,0.2375,7-9,2023,4631.125,1264.0,44.0,5.5,8,8.0
34.1375,0.2375,0-3,2019,155.0,48.0,53.5,6.6875,8,1.5
34.1375,0.2375,0-3,2023,38.625,16.0,53.5,6.6875,8,1.5
34.1425,0.2375,7-9,2016,2575.875,736.0,56.0,7.0,8,8.0
34.1425,0.2375,7-9,2019,3392.25,1024.0,56.0,7.0,8,8.0
34.1425,0.2375,7-9,2023,3468.0,992.0,56.0,7.0,8,8.0
34.1475,0.2375,13-,2016,7341.375,1856.0,59.5,7.4375,8,20.0
34.1475,0.2375,13-,2019,9867.0,2640.0,59.5,7.4375,8,20.0
34.1475,0.2375,13-,2023,10849.25,2864.0,59.5,7.4375,8,20.0
34.1525,0.2375,7-9,2016,5151.0,1392.0,62.5,7.8125,8,8.0
34.1525,0.2375,7-9,2019,5896.875,1648.0,62.5,7.8125,8,8.0
34.1525,0.2375,7-9,2023,6293.875,1744.0,62.5,7.8125,8,8.0
34.1575,0.2375,4-6,2016,6021.625,1584.0,39.0,5.571428571428571,7,5.0
34.1575,0.2375,4-6,2019,6104.25,1648.0,39.0,5.571428571428571,7,5.0
34.1575,0.2375,4-6,2023,11014.25,2464.0,39.0,5.571428571428571,7,5.0
34.1625,0.2375,0-3,2016,5401.0,1440.0,21.0,3.0,7,1.5
34.1625,0.2375,0-3,2019,9798.125,2496.0,21.0,3.0,7,1.5
34.1625,0.2375,0-3,2023,11365.375,2912.0,21.0,3.0,7,1.5
34.1675,0.2375,0-3,2016,14631.875,3456.0,48.5,6.928571428571429,7,1.5
34.1675,0.2375,0-3,2019,19066.5,4224.0,48.5,6.928571428571429,7,1.5
34.1675,0.2375,0-3,2023,21576.375,5056.0,48.5,6.928571428571429,7,1.5
34.1725,0.2375,10-12,2016,6879.625,1920.0,41.0,6.833333333333333,6,11.0
34.1725,0.2375,10-12,2019,15277.5,3632.0,41.0,6.833333333333333,6,11.0
34.1725,0.2375,10-12,2023,17186.375,4016.0,41.0,6.833333333333333,6,11.0
34.1825,0.2375,0-3,2016,5121.125,1392.0,37.5,6.25,6,1.5
34.1825,0.2375,0-3,2019,7875.875,2080.0,37.5,6.25,6,1.5
34.1825,0.2375,0-3,2023,10486.0,2800.0,37.5,6.25,6,1.5
34.1875,0.2375,0-3,2016,18561.25,4592.0,37.0,4.625,8,1.5
34.1875,0.2375,0-3,2019,27305.625,6224.0,37.0,4.625,8,1.5
34.1875,0.2375,0-3,2023,28372.25,6704.0,37.0,4.625,8,1.5
34.1925,0.2375,0-3,2016,10296.875,2592.0,34.0,4.25,8,1.5
34.1925,0.2375,0-3,2019,13828.25,3328.0,34.0,4.25,8,1.5
34.1925,0.2375,0-3,2023,15375.875,3728.0,34.0,4.25,8,1.5
34.1975,0.2375,0-3,2016,2079.25,528.0,34.0,4.25,8,1.5
34.1975,0.2375,0-3,2019,3640.0,896.0,34.0,4.25,8,1.5
34.1975,0.2375,0-3,2023,4833.25,1184.0,34.0,4.25,8,1.5
34.2025,0.2375,0-3,2016,927.125,288.0,62.0,7.75,8,1.5
34.2025,0.2375,0-3,2019,1178.875,336.0,62.0,7.75,8,1.5
34.2025,0.2375,0-3,2023,1767.5,464.0,62.0,7.75,8,1.5
34.2075,0.2375,10-12,2016,5244.125,1408.0,92.5,11.5625,8,11.0
34.2075,0.2375,10-12,2019,6074.25,1584.0,92.5,11.5625,8,11.0
34.2075,0.2375,10-12,2023,6397.625,1616.0,92.5,11.5625,8,11.0
34.2125,0.2375,13-,2016,5940.75,1600.0,78.5,9.8125,8,20.0
34.2125,0.2375,13-,2019,8116.625,2128.0,78.5,9.8125,8,20.0
34.2125,0.2375,13-,2023,9810.875,2576.0,78.5,9.8125,8,20.0
34.2175,0.2375,4-6,2016,8899.625,2240.0,97.0,12.125,8,5.0
34.2175,0.2375,4-6,2019,12892.5,3152.0,97.0,12.125,8,5.0
34.2175,0.2375,4-6,2023,17012.5,3920.0,97.0,12.125,8,5.0
34.2225,0.2375,10-12,2016,7760.75,1952.0,51.0,6.375,8,11.0
34.2225,0.2375,10-12,2019,9614.875,2464.0,51.0,6.375,8,11.0
34.2225,0.2375,10-12,2023,12350.125,3024.0,51.0,6.375,8,11.0
34.2275,0.2375,0-3,2016,4027.5,944.0,45.5,6.5,7,1.5
34.2275,0.2375,0-3,2019,5817.75,1408.0,45.5,6.5,7,1.5
34.2275,0.2375,0-3,2023,11168.875,2560.0,45.5,6.5,7,1.5
34.2375,0.2375,4-6,2016,9427.0,2496.0,14.0,2.0,7,5.0
34.2375,0.2375,4-6,2019,12346.75,3152.0,14.0,2.0,7,5.0
34.2375,0.2375,4-6,2023,14767.75,3552.0,14.0,2.0,7,5.0
34.2425,0.2375,0-3,2016,3057.125,800.0,19.0,2.375,8,1.5
34.2425,0.2375,0-3,2019,3918.875,976.0,19.0,2.375,8,1.5
34.2425,0.2375,0-3,2023,3935.125,1008.0,19.0,2.375,8,1.5
34.2475,0.2375,0-3,2016,4545.25,1232.0,12.0,1.5,8,1.5
34.2475,0.2375,0-3,2019,5411.75,1552.0,12.0,1.5,8,1.5
34.2475,0.2375,0-3,2023,8383.25,2160.0,12.0,1.5,8,1.5
34.2525,0.2375,0-3,2016,4442.375,1200.0,12.0,1.5,8,1.5
34.2525,0.2375,0-3,2019,8143.125,2112.0,12.0,1.5,8,1.5
34.2525,0.2375,0-3,2023,10678.375,2656.0,12.0,1.5,8,1.5
34.2575,0.2375,0-3,2016,5317.375,1504.0,18.5,2.3125,8,1.5
34.2575,0.2375,0-3,2019,7458.25,1936.0,18.5,2.3125,8,1.5
34.2575,0.2375,0-3,2023,9642.125,2400.0,18.5,2.3125,8,1.5
34.2625,0.2375,0-3,2016,6438.75,1600.0,62.0,7.75,8,1.5
34.2625,0.2375,0-3,2019,7816.375,1968.0,62.0,7.75,8,1.5
34.2625,0.2375,0-3,2023,8864.75,2096.0,62.0,7.75,8,1.5
34.2675,0.2375,13-,2016,10848.625,2912.0,56.5,7.0625,8,20.0
34.2675,0.2375,13-,2019,14677.25,3776.0,56.5,7.0625,8,20.0
34.2675,0.2375,13-,2023,15774.125,3696.0,56.5,7.0625,8,20.0
34.2725,0.2375,10-12,2016,10779.5,2656.0,59.0,7.375,8,11.0
34.2725,0.2375,10-12,2019,15432.625,3680.0,59.0,7.375,8,11.0
34.2725,0.2375,10-12,2023,15696.875,3680.0,59.0,7.375,8,11.0
34.2775,0.2375,0-3,2016,16796.375,3808.0,28.5,3.5625,8,1.5
34.2775,0.2375,0-3,2019,24450.625,5568.0,28.5,3.5625,8,1.5
34.2775,0.2375,0-3,2023,33372.25,7216.0,28.5,3.5625,8,1.5
34.2825,0.2375,0-3,2016,11368.75,2976.0,15.5,1.9375,8,1.5
34.2825,0.2375,0-3,2019,16313.125,4176.0,15.5,1.9375,8,1.5
34.2825,0.2375,0-3,2023,20120.0,4864.0,15.5,1.9375,8,1.5
34.2875,0.2375,0-3,2016,6129.0,1648.0,12.5,2.0833333333333335,6,1.5
34.2875,0.2375,0-3,2019,9431.875,2496.0,12.5,2.0833333333333335,6,1.5
34.2875,0.2375,0-3,2023,14194.875,3584.0,12.5,2.0833333333333335,6,1.5
34.2925,0.2375,0-3,2016,716.25,240.0,4.5,1.5,3,1.5
34.2925,0.2375,0-3,2019,1203.25,368.0,4.5,1.5,3,1.5
34.2925,0.2375,0-3,2023,2283.375,608.0,4.5,1.5,3,1.5
34.3075,0.2375,0-3,2016,216.875,64.0,6.0,1.5,4,1.5
34.3075,0.2375,0-3,2019,216.875,64.0,6.0,1.5,4,1.5
34.3075,0.2375,0-3,2023,851.375,240.0,6.0,1.5,4,1.5
34.3125,0.2375,0-3,2016,2106.625,608.0,6.0,1.5,4,1.5
34.3125,0.2375,0-3,2019,3386.875,912.0,6.0,1.5,4,1.5
34.3125,0.2375,0-3,2023,3878.5,1024.0,6.0,1.5,4,1.5
34.3225,0.2375,0-3,2016,1007.875,304.0,34.0,5.666666666666667,6,1.5
34.3225,0.2375,0-3,2019,1220.875,304.0,34.0,5.666666666666667,6,1.5
34.3225,0.2375,0-3,2023,1354.75,336.0,34.0,5.666666666666667,6,1.5
34.3275,0.2375,0-3,2016,2411.75,704.0,37.0,4.625,8,1.5
34.3275,0.2375,0-3,2019,3036.875,832.0,37.0,4.625,8,1.5
34.3275,0.2375,0-3,2023,4268.625,1136.0,37.0,4.625,8,1.5
34.3325,0.2375,0-3,2016,3642.0,896.0,29.0,4.142857142857143,7,1.5
34.3325,0.2375,0-3,2019,5287.125,1216.0,29.0,4.142857142857143,7,1.5
34.3325,0.2375,0-3,2023,9345.5,2176.0,29.0,4.142857142857143,7,1.5
34.3375,0.2375,0-3,2019,63.0,16.0,12.5,2.0833333333333335,6,1.5
34.3375,0.2375,0-3,2023,220.125,64.0,12.5,2.0833333333333335,6,1.5
34.3475,0.2375,0-3,2016,932.0,256.0,55.0,7.857142857142857,7,1.5
34.3475,0.2375,0-3,2019,2159.125,544.0,55.0,7.857142857142857,7,1.5
34.3475,0.2375,0-3,2023,2747.125,672.0,55.0,7.857142857142857,7,1.5
34.3525,0.2375,0-3,2016,2316.125,544.0,70.0,10.0,7,1.5
34.3525,0.2375,0-3,2019,1892.0,400.0,70.0,10.0,7,1.5
34.3525,0.2375,0-3,2023,2572.5,560.0,70.0,10.0,7,1.5
34.3625,0.2375,0-3,2016,2803.375,672.0,66.5,9.5,7,1.5
34.3625,0.2375,0-3,2019,3630.25,976.0,66.5,9.5,7,1.5
34.3625,0.2375,0-3,2023,5538.625,1392.0,66.5,9.5,7,1.5
34.3675,0.2375,13-,2016,5256.75,1408.0,49.5,6.1875,8,20.0
34.3675,0.2375,13-,2019,8057.75,2208.0,49.5,6.1875,8,20.0
34.3675,0.2375,13-,2023,9400.25,2336.0,49.5,6.1875,8,20.0
34.3725,0.2375,0-3,2016,4201.375,1184.0,83.5,10.4375,8,1.5
34.3725,0.2375,0-3,2019,5575.5,1504.0,83.5,10.4375,8,1.5
34.3725,0.2375,0-3,2023,6125.125,1616.0,83.5,10.4375,8,1.5
34.3775,0.2375,0-3,2016,6491.375,1824.0,80.5,10.0625,8,1.5
34.3775,0.2375,0-3,2019,9073.5,2336.0,80.5,10.0625,8,1.5
34.3775,0.2375,0-3,2023,10470.625,2592.0,80.5,10.0625,8,1.5
34.3825,0.2375,13-,2016,8150.5,2256.0,62.0,7.75,8,20.0
34.3825,0.2375,13-,2019,10604.25,2944.0,62.0,7.75,8,20.0
34.3825,0.2375,13-,2023,15549.875,3824.0,62.0,7.75,8,20.0
34.3875,0.2375,0-3,2016,7224.375,1776.0,74.0,9.25,8,1.5
34.3875,0.2375,0-3,2019,8714.875,2112.0,74.0,9.25,8,1.5
34.3875,0.2375,0-3,2023,11125.625,2736.0,74.0,9.25,8,1.5
34.3925,0.2375,0-3,2016,4491.125,1232.0,71.0,8.875,8,1.5
34.3925,0.2375,0-3,2019,6475.75,1712.0,71.0,8.875,8,1.5
34.3925,0.2375,0-3,2023,8522.0,2240.0,71.0,8.875,8,1.5
34.3975,0.2375,4-6,2016,6100.625,1616.0,47.5,6.785714285714286,7,5.0
34.3975,0.2375,4-6,2019,7269.25,1920.0,47.5,6.785714285714286,7,5.0
34.3975,0.2375,4-6,2023,9440.5,2368.0,47.5,6.785714285714286,7,5.0
34.4025,0.2375,0-3,2016,5393.625,1536.0,29.5,5.9,5,1.5
34.4025,0.2375,0-3,2019,7711.0,1984.0,29.5,5.9,5,1.5
34.4025,0.2375,0-3,2023,8685.875,2160.0,29.5,5.9,5,1.5
34.1225,0.2425,4-6,2016,8235.875,1968.0,30.5,6.1,5,5.0
34.1225,0.2425,4-6,2019,10175.25,2448.0,30.5,6.1,5,5.0
34.1225,0.2425,4-6,2023,13696.25,3136.0,30.5,6.1,5,5.0
34.1275,0.2425,4-6,2016,3830.625,1088.0,43.0,6.142857142857143,7,5.0
34.1275,0.2425,4-6,2019,6157.0,1728.0,43.0,6.142857142857143,7,5.0
34.1275,0.2425,4-6,2023,5809.625,1584.0,43.0,6.142857142857143,7,5.0
34.1325,0.2425,10-12,2016,4748.25,1312.0,59.5,7.4375,8,11.0
34.1325,0.2425,10-12,2019,6357.75,1808.0,59.5,7.4375,8,11.0
34.1325,0.2425,10-12,2023,8434.75,2288.0,59.5,7.4375,8,11.0
34.1375,0.2425,10-12,2016,6389.75,1712.0,81.0,10.125,8,11.0
34.1375,0.2425,10-12,2019,9116.75,2608.0,81.0,10.125,8,11.0
34.1375,0.2425,10-12,2023,11983.0,3056.0,81.0,10.125,8,11.0
34.1425,0.2425,10-12,2016,3542.125,896.0,99.5,12.4375,8,11.0
34.1425,0.2425,10-12,2019,5648.0,1504.0,99.5,12.4375,8,11.0
34.1425,0.2425,10-12,2023,6617.875,1728.0,99.5,12.4375,8,11.0
34.1475,0.2425,7-9,2016,5094.5,1408.0,84.5,10.5625,8,8.0
34.1475,0.2425,7-9,2019,6167.625,1632.0,84.5,10.5625,8,8.0
34.1475,0.2425,7-9,2023,6528.75,1680.0,84.5,10.5625,8,8.0
34.1525,0.2425,0-3,2016,1761.625,480.0,63.5,7.9375,8,1.5
34.1525,0.2425,0-3,2019,1672.75,464.0,63.5,7.9375,8,1.5
34.1525,0.2425,0-3,2023,2198.25,608.0,63.5,7.9375,8,1.5
34.1575,0.2425,4-6,2016,9225.5,2080.0,24.0,3.4285714285714284,7,5.0
34.1575,0.2425,4-6,2019,11987.0,2816.0,24.0,3.4285714285714284,7,5.0
34.1575,0.2425,4-6,2023,14596.75,3408.0,24.0,3.4285714285714284,7,5.0
34.1675,0.2425,4-6,2016,50394.0,10928.0,38.5,5.5,7,5.0
34.1675,0.2425,4-6,2019,56187.5,11984.0,38.5,5.5,7,5.0
34.1675,0.2425,4-6,2023,62174.0,13296.0,38.5,5.5,7,5.0
34.1725,0.2425,13-,2016,8715.0,2288.0,22.0,3.6666666666666665,6,20.0
34.1725,0.2425,13-,2019,12942.125,3520.0,22.0,3.6666666666666665,6,20.0
34.1725,0.2425,13-,2023,14674.75,3728.0,22.0,3.6666666666666665,6,20.0
34.1825,0.2425,0-3,2016,7903.375,1952.0,12.5,2.0833333333333335,6,1.5
34.1825,0.2425,0-3,2019,10008.625,2368.0,12.5,2.0833333333333335,6,1.5
34.1825,0.2425,0-3,2023,13459.625,3184.0,12.5,2.0833333333333335,6,1.5
34.1875,0.2425,0-3,2016,9029.5,2352.0,22.0,2.75,8,1.5
34.1875,0.2425,0-3,2019,11308.625,2976.0,22.0,2.75,8,1.5
34.1875,0.2425,0-3,2023,15703.125,3936.0,22.0,2.75,8,1.5
34.1925,0.2425,0-3,2016,6804.875,1840.0,25.5,3.1875,8,1.5
34.1925,0.2425,0-3,2019,9884.5,2640.0,25.5,3.1875,8,1.5
34.1925,0.2425,0-3,2023,10492.75,2720.0,25.5,3.1875,8,1.5
34.1975,0.2425,4-6,2016,1242.25,368.0,46.5,5.8125,8,5.0
34.1975,0.2425,4-6,2019,2352.625,656.0,46.5,5.8125,8,5.0
34.1975,0.2425,4-6,2023,4408.875,1152.0,46.5,5.8125,8,5.0
34.2025,0.2425,13-,2016,8222.625,2064.0,34.5,4.3125,8,20.0
34.2025,0.2425,13-,2019,11882.75,2944.0,34.5,4.3125,8,20.0
34.2025,0.2425,13-,2023,17736.25,3840.0,34.5,4.3125,8,20.0
34.2075,0.2425,0-3,2016,2412.125,672.0,74.5,9.3125,8,1.5
34.2075,0.2425,0-3,2019,4180.375,1168.0,74.5,9.3125,8,1.5
34.2075,0.2425,0-3,2023,4014.125,1088.0,74.5,9.3125,8,1.5
34.2125,0.2425,7-9,2016,2685.25,752.0,56.5,7.0625,8,8.0
34.2125,0.2425,7-9,2019,4828.375,1328.0,56.5,7.0625,8,8.0
34.2125,0.2425,7-9,2023,3981.75,1040.0,56.5,7.0625,8,8.0
34.2175,0.2425,7-9,2016,5056.375,1328.0,81.5,10.1875,8,8.0
34.2175,0.2425,7-9,2019,6708.625,1632.0,81.5,10.1875,8,8.0
34.2175,0.2425,7-9,2023,7366.25,1824.0,81.5,10.1875,8,8.0
34.2225,0.2425,13-,2016,6062.875,1648.0,48.0,6.0,8,20.0
34.2225,0.2425,13-,2019,7870.875,2176.0,48.0,6.0,8,20.0
34.2225,0.2425,13-,2023,8607.0,2304.0,48.0,6.0,8,20.0
34.2275,0.2425,0-3,2016,8482.875,2144.0,52.0,7.428571428571429,7,1.5
34.2275,0.2425,0-3,2019,9822.625,2640.0,52.0,7.428571428571429,7,1.5
34.2275,0.2425,0-3,2023,22178.5,4880.0,52.0,7.428571428571429,7,1.5
34.2325,0.2425,0-3,2016,13240.25,2960.0,24.5,3.5,7,1.5
34.2325,0.2425,0-3,2019,16502.875,3632.0,24.5,3.5,7,1.5
34.2325,0.2425,0-3,2023,23454.5,4944.0,24.5,3.5,7,1.5
34.2375,0.2425,0-3,2016,11961.75,2704.0,27.5,3.9285714285714284,7,1.5
34.2375,0.2425,0-3,2019,13645.875,2928.0,27.5,3.9285714285714284,7,1.5
34.2375,0.2425,0-3,2023,14825.875,3264.0,27.5,3.9285714285714284,7,1.5
34.2425,0.2425,0-3,2016,7229.25,1808.0,25.5,3.1875,8,1.5
34.2425,0.2425,0-3,2019,9415.25,2352.0,25.5,3.1875,8,1.5
34.2425,0.2425,0-3,2023,9024.75,2112.0,25.5,3.1875,8,1.5
34.2475,0.2425,0-3,2016,3142.5,832.0,18.5,2.3125,8,1.5
34.2475,0.2425,0-3,2019,6234.0,1600.0,18.5,2.3125,8,1.5
34.2475,0.2425,0-3,2023,6611.125,1696.0,18.5,2.3125,8,1.5
34.2525,0.2425,0-3,2016,3015.0,800.0,12.0,1.5,8,1.5
34.2525,0.2425,0-3,2019,4962.375,1344.0,12.0,1.5,8,1.5
34.2525,0.2425,0-3,2023,5953.5,1584.0,12.0,1.5,8,1.5
34.2575,0.2425,0-3,2016,4890.25,1216.0,18.5,2.3125,8,1.5
34.2575,0.2425,0-3,2019,6395.0,1616.0,18.5,2.3125,8,1.5
34.2575,0.2425,0-3,2023,7394.125,1728.0,18.5,2.3125,8,1.5
34.2625,0.2425,7-9,2016,6455.125,1600.0,49.0,6.125,8,8.0
34.2625,0.2425,7-9,2019,9397.75,2240.0,49.0,6.125,8,8.0
34.2625,0.2425,7-9,2023,11368.75,2640.0,49.0,6.125,8,8.0
34.2675,0.2425,13-,2016,8219.375,2144.0,46.5,5.8125,8,20.0
34.2675,0.2425,13-,2019,13709.75,3248.0,46.5,5.8125,8,20.0
34.2675,0.2425,13-,2023,17227.125,4080.0,46.5,5.8125,8,20.0
34.2725,0.2425,0-3,2016,7189.125,1984.0,58.5,7.3125,8,1.5
34.2725,0.2425,0-3,2019,11558.625,3136.0,58.5,7.3125,8,1.5
34.2725,0.2425,0-3,2023,16065.5,3760.0,58.5,7.3125,8,1.5
34.2775,0.2425,0-3,2016,4300.625,1168.0,21.5,2.6875,8,1.5
34.2775,0.2425,0-3,2019,5155.375,1408.0,21.5,2.6875,8,1.5
34.2775,0.2425,0-3,2023,6678.875,1712.0,21.5,2.6875,8,1.5
34.2825,0.2425,0-3,2016,12272.0,2992.0,12.0,1.5,8,1.5
34.2825,0.2425,0-3,2019,13285.875,3248.0,12.0,1.5,8,1.5
34.2825,0.2425,0-3,2023,16976.625,3840.0,12.0,1.5,8,1.5
34.2875,0.2425,0-3,2016,903.5,240.0,10.5,1.5,7,1.5
34.2875,0.2425,0-3,2019,1911.375,512.0,10.5,1.5,7,1.5
34.2875,0.2425,0-3,2023,2192.875,544.0,10.5,1.5,7,1.5
34.3225,0.2425,0-3,2016,176.125,64.0,9.0,1.5,6,1.5
34.3225,0.2425,0-3,2019,132.75,48.0,9.0,1.5,6,1.5
34.3275,0.2425,0-3,2016,376.5,112.0,12.0,1.5,8,1.5
34.3275,0.2425,0-3,2019,442.625,128.0,12.0,1.5,8,1.5
34.3275,0.2425,0-3,2023,531.0,112.0,12.0,1.5,8,1.5
34.3325,0.2425,0-3,2016,842.125,240.0,9.0,1.5,6,1.5
34.3325,0.2425,0-3,2019,1225.125,368.0,9.0,1.5,6,1.5
34.3325,0.2425,0-3,2023,1588.75,432.0,9.0,1.5,6,1.5
34.3425,0.2425,4-6,2016,4262.0,1184.0,26.0,5.2,5,5.0
34.3425,0.2425,4-6,2019,5523.875,1424.0,26.0,5.2,5,5.0
34.3425,0.2425,4-6,2023,5801.5,1536.0,26.0,5.2,5,5.0
34.3475,0.2425,13-,2016,11855.125,3184.0,23.5,3.357142857142857,7,20.0
34.3475,0.2425,13-,2019,13880.75,3808.0,23.5,3.357142857142857,7,20.0
34.3475,0.2425,13-,2023,17015.625,4320.0,23.5,3.357142857142857,7,20.0
34.3525,0.2425,10-12,2016,21319.5,5104.0,66.0,9.428571428571429,7,11.0
34.3525,0.2425,10-12,2019,25405.125,5792.0,66.0,9.428571428571429,7,11.0
34.3525,0.2425,10-12,2023,32649.875,7104.0,66.0,9.428571428571429,7,11.0
34.3575,0.2425,13-,2016,14778.625,3824.0,48.0,6.857142857142857,7,20.0
34.3575,0.2425,13-,2019,16934.25,4320.0,48.0,6.857142857142857,7,20.0
34.3575,0.2425,13-,2023,19608.625,4816.0,48.0,6.857142857142857,7,20.0
34.3625,0.2425,10-12,2016,10698.875,2864.0,75.5,10.785714285714286,7,11.0
34.3625,0.2425,10-12,2019,17444.25,4336.0,75.5,10.785714285714286,7,11.0
34.3625,0.2425,10-12,2023,19679.875,4608.0,75.5,10.785714285714286,7,11.0
34.3675,0.2425,10-12,2016,12963.375,3136.0,40.0,5.0,8,11.0
34.3675,0.2425,10-12,2019,16158.875,3968.0,40.0,5.0,8,11.0
34.3675,0.2425,10-12,2023,17688.625,4144.0,40.0,5.0,8,11.0
34.3725,0.2425,0-3,2016,21097.0,4608.0,46.5,5.8125,8,1.5
34.3725,0.2425,0-3,2019,27021.75,6112.0,46.5,5.8125,8,1.5
34.3725,0.2425,0-3,2023,37128.375,8000.0,46.5,5.8125,8,1.5
34.3775,0.2425,7-9,2016,9239.25,2336.0,37.0,4.625,8,8.0
34.3775,0.2425,7-9,2019,14159.625,3552.0,37.0,4.625,8,8.0
34.3775,0.2425,7-9,2023,20403.375,4640.0,37.0,4.625,8,8.0
34.3825,0.2425,7-9,2016,32552.875,7600.0,62.0,7.75,8,8.0
34.3825,0.2425,7-9,2019,45032.0,10224.0,62.0,7.75,8,8.0
34.3825,0.2425,7-9,2023,62246.625,13008.0,62.0,7.75,8,8.0
34.3875,0.2425,13-,2016,11643.125,3024.0,80.5,10.0625,8,20.0
34.3875,0.2425,13-,2019,15874.0,4016.0,80.5,10.0625,8,20.0
34.3875,0.2425,13-,2023,19730.5,4736.0,80.5,10.0625,8,20.0
34.3925,0.2425,13-,2016,11114.625,3024.0,77.5,9.6875,8,20.0
34.3925,0.2425,13-,2019,14104.625,3728.0,77.5,9.6875,8,20.0
34.3925,0.2425,13-,2023,15918.375,3984.0,77.5,9.6875,8,20.0
34.3975,0.2425,13-,2016,15903.25,3984.0,52.5,6.5625,8,20.0
34.3975,0.2425,13-,2019,16522.5,4000.0,52.5,6.5625,8,20.0
34.3975,0.2425,13-,2023,21255.125,4928.0,52.5,6.5625,8,20.0
34.4025,0.2425,0-3,2016,4566.375,1232.0,31.0,5.166666666666667,6,1.5
34.4025,0.2425,0-3,2019,9585.125,2480.0,31.0,5.166666666666667,6,1.5
34.4025,0.2425,0-3,2023,11327.625,2784.0,31.0,5.166666666666667,6,1.5
34.4075,0.2425,0-3,2016,2461.75,640.0,4.5,1.5,3,1.5
34.4075,0.2425,0-3,2019,2839.25,752.0,4.5,1.5,3,1.5
34.4075,0.2425,0-3,2023,3571.625,912.0,4.5,1.5,3,1.5
34.1275,0.2475,0-3,2016,10582.75,2320.0,24.0,4.8,5,1.5
34.1275,0.2475,0-3,2019,12018.875,2864.0,24.0,4.8,5,1.5
34.1275,0.2475,0-3,2023,15562.0,3376.0,24.0,4.8,5,1.5
34.1325,0.2475,0-3,2016,19043.0,4576.0,50.0,8.333333333333334,6,1.5
34.1325,0.2475,0-3,2019,21717.125,5024.0,50.0,8.333333333333334,6,1.5
34.1325,0.2475,0-3,2023,32247.375,6992.0,50.0,8.333333333333334,6,1.5
